ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Degree Field,ID PUMS Degree Field,Slug PUMS Degree Field
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,211092,Probation officers & correctional treatment specialists,2017,2017,TRUE,TRUE,720,658.7793061,56939.77222,17454.24408,9,probation-officers-correctional-treatment-specialists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292081,"Opticians, dispensing",2017,2017,TRUE,TRUE,1165,837.9845445,45316.02403,12292.89472,11,opticians-dispensing,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292071,Medical records & health information technicians,2017,2017,TRUE,TRUE,1185,845.1468786,40657.9038,25646.50008,12,medical-records-health-information-technicians,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,211093,Social & human service assistants,2017,2017,TRUE,TRUE,2672,1269.080169,38144.19162,10622.71612,29,social-human-service-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292061,Licensed practical & licensed vocational nurses,2017,2017,TRUE,TRUE,636,619.1592729,48494.93711,17205.8664,8,licensed-practical-licensed-vocational-nurses,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292050,Health practitioner support technologists & technicians,2017,2017,TRUE,TRUE,3482,1448.718558,38877.13728,7724.954349,28,health-practitioner-support-technologists-technicians,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,21109X,"Miscellaneous community & social service specialists, including health educators & community health workers",2017,2017,TRUE,TRUE,1624,989.3851413,54468.71921,14720.86859,17,miscellaneous-community-social-service-specialists-including-health-educators-community-health-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292041,Emergency medical technicians & paramedics,2017,2017,TRUE,TRUE,639,620.6178299,37256.69797,22204.24145,8,emergency-medical-technicians-paramedics,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292030,Diagnostic related technologists & technicians,2017,2017,TRUE,TRUE,2929,1328.709802,57756.9464,15747.31454,30,diagnostic-related-technologists-technicians,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,212011,Clergy,2017,2017,TRUE,TRUE,13137,2813.86687,48534.9069,5120.9181,152,clergy,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292021,Dental hygienists,2017,2017,TRUE,TRUE,1109,817.59627,143427.5924,151637.9258,13,dental-hygienists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,292010,Clinical laboratory technologists & technicians,2017,2017,TRUE,TRUE,2325,1183.812222,51264.14796,26661.44501,19,clinical-laboratory-technologists-technicians,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,212021,"Directors, religious activities & education",2017,2017,TRUE,TRUE,2886,1318.920685,40053.17533,11258.89234,35,directors-religious-activities-education,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,2911XX,Nurse practitioners & nurse midwives,2017,2017,TRUE,TRUE,1241,864.8859162,103022.3175,19962.38053,16,nurse-practitioners-nurse-midwives,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291199,"Health diagnosing & treating practitioners, all other",2017,2017,TRUE,TRUE,923,745.8890857,29779.13326,17371.94821,7,health-diagnosing-treating-practitioners-all-other,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",210000,Community & Social Service Occupations,212099,"Religious workers, all other",2017,2017,TRUE,TRUE,3083,1363.191875,34102.71813,11227.68552,31,religious-workers-all-other,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291141,Registered nurses,2017,2017,TRUE,TRUE,17878,3282.524245,59120.1772,5068.437508,174,registered-nurses,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291131,Veterinarians,2017,2017,TRUE,TRUE,272,404.9102874,78883.88971,50729.47409,6,veterinarians,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,29112X,"Other therapists, including exercise physiologists",2017,2017,TRUE,TRUE,3895,1532.225775,37468.381,7610.425424,46,other-therapists-including-exercise-physiologists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",230000,Legal Occupations,2310XX,"Lawyers, & judges, magistrates, & other judicial workers",2017,2017,TRUE,TRUE,17723,3268.265449,138558.5158,19197.20849,191,lawyers-judges-magistrates-other-judicial-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291127,Speechlanguage pathologists,2017,2017,TRUE,TRUE,1446,933.5912646,54347.9834,13711.34965,15,speechlanguage-pathologists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291125,Recreational therapists,2017,2017,TRUE,TRUE,585,593.8159132,23704.34359,8372.873888,6,recreational-therapists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",230000,Legal Occupations,232011,Paralegals & legal assistants,2017,2017,TRUE,TRUE,7605,2140.982848,50144.17673,7503.598913,72,paralegals-legal-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291123,Physical therapists,2017,2017,TRUE,TRUE,2658,1265.751176,39146.48006,13375.59998,21,physical-therapists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291122,Occupational therapists,2017,2017,TRUE,TRUE,958,759.8994058,70549.53653,30125.83617,11,occupational-therapists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",230000,Legal Occupations,232090,Miscellaneous legal support workers,2017,2017,TRUE,TRUE,1947,1083.315289,59841.40524,20049.83088,21,miscellaneous-legal-support-workers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291071,Physician assistants,2017,2017,TRUE,TRUE,1273,875.9656762,112671.2333,53718.15678,15,physician-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291060,Physicians & surgeons,2017,2017,TRUE,TRUE,9178,2351.989037,199019.4012,38499.11307,99,physicians-surgeons,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",250000,"Education, Training, & Library Occupations",251000,Postsecondary teachers,2017,2017,TRUE,TRUE,79309,6912.249069,49533.68077,3738.301508,881,postsecondary-teachers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291051,Pharmacists,2017,2017,TRUE,TRUE,2158,1140.505297,94660.21872,23274.54564,22,pharmacists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291031,Dietitians & nutritionists,2017,2017,TRUE,TRUE,1593,979.8967219,52362.32517,11717.78165,9,dietitians-nutritionists,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",210000-270000,"Education, legal, community service, arts, & media occupations",250000,"Education, Training, & Library Occupations",252010,Preschool & kindergarten teachers,2017,2017,TRUE,TRUE,9449,2386.457984,25429.58959,4017.041607,88,preschool-kindergarten-teachers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",290000,Healthcare practitioners & technical occupations,290000,Healthcare practitioners & technical occupations,291020,Dentists,2017,2017,TRUE,TRUE,943,753.9268646,231732.5642,125844.6302,11,dentists,Visual & Performing Arts,50,visual-performing-arts
